,Date,User.id,Verified,User Name,Tweet,Location,Source,Likes,Followers,Following,Retweets
1286,2020-11-07 20:21:56,1325171650501939202,False,VitaminC5383,@realDonaldTrump You did.  We got your back #TrumpPence2020,"Indianapolis, IN. ",Twitter for iPhone,0,58,114,0
1287,2020-11-07 20:21:52,1325171634680967169,False,anthony_long12,Joe won the election that’s bull #Trump2020 #Trumppence2020 #election https://t.co/rw63opIBlS,United States,Periscope,3,6098,5158,0
1288,2020-11-07 20:21:40,1325171583053336578,False,catiinergy,"Laugh Now Cry Later

#maGra #maga #TrumpWon #TrumpPence2020 #MakeAmericaRecountAgain 
#MakeAmericaGreatRecountAgain https://t.co/LLeRg5wBNg",The Matrix,Twitter for iPhone,9,1194,848,4
1289,2020-11-07 20:21:07,1325171444926476288,False,PrellyLooralia,@Mike_Pence @gecko64021 @realDonaldTrump We Stand with you and will Fight with you! #TrumpPence2020,,Twitter for iPhone,0,1592,2677,0
1290,2020-11-07 20:15:36,1325170057161433089,False,Knight071484,"Back where they started, I see.
#teamusa #NoMoreLies #cleanhouse #TrumpPence2020 https://t.co/Ar8qLlD9x3",,Twitter for Android,1,95,296,0
1291,2020-11-07 20:14:43,1325169833919598592,False,IdaJasmin2,I pray for truth to be revealed and for Justice to come as they count the votes of the USA election I pray that eve… https://t.co/8AlzAStquF,,Twitter for Android,0,1,3,0
1292,2020-11-07 20:14:31,1325169782015062016,False,huckabee4me,"YES you did, Mr. President! @realDonaldTrump #America is fighting with you &amp; #GodWins #GodBlessAmerica… https://t.co/o58V6ntCXL",,Twitter Web App,0,3879,4637,0
1293,2020-11-07 20:09:30,1325168521433800711,False,simbamahachi,"The 45th President of the United States, Donald J Trump is going to be inaugurated for the second term. #Focus #TrumpPence2020",Zimbabwe,Twitter for Android,0,681,298,0
1294,2020-11-07 20:08:51,1325168357436436486,False,MRJONAHISFUNNY,Biden won by cheating in this election. #BidenNotMyPresident #TRUMPPENCE2024 #BidenIsCorrupt #PutBidenInPrison… https://t.co/uQsmefF5Na,,Twitter for iPad,1,10,71,0
1295,2020-11-07 20:08:19,1325168222526558208,False,Heavens_Light1,#Revolution #TeamTrump #TrumpPence2020 #StopTheSteal God has the final say! https://t.co/zmdVLs1yaP,,Twitter for iPhone,4,899,1493,3
1296,2020-11-07 20:08:18,1325168217405485056,False,JonahTankersley,Biden won by cheating in this election. #BidenNotMyPresident #TRUMPPENCE2024 #BidenIsCorrupt #PutBidenInPrison… https://t.co/NNAvwdxLud,Glencoe Minnasota USA 55336,Twitter for iPad,1,546,2507,0
1297,2020-11-07 19:59:55,1325166107565592576,False,pomulholland,"Not to put a downer on the festivities and such, but we should probably be mindful about hosting *mass* superspread… https://t.co/3u7K8XWVIl","Manhattan, NY",Twitter for iPhone,0,260,457,0
1298,2020-11-07 19:58:02,1325165633953271808,False,JoeRossi99,I voted Trump. Biden seems to be the winner. I will stand behind him and VP Harris and  pray they do a great job. S… https://t.co/GM8OaRVFzf,"Jacksonville, Fl",Twitter Web App,0,203,1864,0
1299,2020-11-07 19:55:17,1325164941616111617,False,jenn_hutt,@JoeBiden We didn't vote for you Joe that was all the fake votes and dead people. Not us true Americans I guess Can… https://t.co/2mF6Ecx0tB,,Twitter for Android,0,8,140,0
1300,2020-11-07 19:53:39,1325164533640540161,False,RJMike60,"Just removed #foxnews app from my phone  going with NewsMax!
 #foxnews  No more #jedediahbila #teamcavuto… https://t.co/n8EnwCfsh1",,Twitter Web App,2,7,118,1
1301,2020-11-07 19:52:40,1325164283278209027,False,gufawaale,"Who has prematurely called the elections results now? The attempts to revv up half of #America continues.

Presiden… https://t.co/c5tjUDJs1r",Time Travel,Twitter Web App,0,45,108,0
1302,2020-11-07 19:51:07,1325163896114647040,False,newstable3,"An Associated Press analysis reveals that in 376 counties with the highest number of new cases per capita, the over… https://t.co/QKJziIGeU4",,Twitter for iPhone,0,1,103,1
1303,2020-11-07 19:49:47,1325163558779428864,False,SparkyMAGA,There’s gonna be a lot of people that will feel stupid! And it won’t be Patriots! #TrumpPence2020,,Twitter for iPhone,2,2510,3082,0
1304,2020-11-07 19:47:08,1325162891272654848,False,stimmer64,"Al Gore was declared winner in 2000 election #ProtectTheResults 
#TrumpPence2020 #MAGA2020 #CorruptJoeBiden… https://t.co/0fDi8gTw6z",United States,Twitter for iPhone,0,2705,4990,0
1305,2020-11-07 19:45:38,1325162514565328901,False,SYMMETRY_11,"China - elect @JoeBiden  is not my president !
I refuse to accept the results of the media elect!… https://t.co/uC1SifqdiQ","hillsborough,nj",Twitter Web App,1,2448,4975,0
1306,2020-11-07 19:42:01,1325161604451688448,False,Spread_joy441,I need to put my theory on the record somewhere so here goes: trump is going to run in the next election under the… https://t.co/fEEODyzUMD,Japan,Twitter for iPhone,0,5,41,0
1307,2020-11-07 19:40:08,1325161129480433664,False,NHseaVixen,"#MarkMeadows has Covid too

Yet another victim of the #TrumpPence2020 Campaign",United States,Twitter for Android,0,1068,1749,0
1308,2020-11-07 19:39:31,1325160976111579141,False,sainteriksrose,"Days ago when Biden was at 253 and Arizona had to be recounted, did you SUBTRACT Arizona and any other states from… https://t.co/NRNOSIELaZ",🙏🥰✝️🕊💓,Twitter Web App,0,1786,2500,0
1309,2020-11-07 19:36:17,1325160159895678977,False,18phile,"Although Biden did technically win, just remember something. The media doesn’t call elections, they called Gore the… https://t.co/eb2K1hSlBQ",United States,Twitter for iPhone,11,358,311,0
1310,2020-11-07 19:35:25,1325159943515873280,False,Soaper55,@KamalaHarris @JoeBiden No you didn't do it! The astronomical voter fraud that's being investigated as we speak tel… https://t.co/tInAPXeULD,,Twitter for Android,0,239,148,0
1311,2020-11-07 19:35:13,1325159894534639616,False,busse50,Sports betting not grading out bets on the election should scream to these democrats celebrating #2020Elections… https://t.co/zMTWueoag2,Ohio to PA,Twitter for Android,1,198,605,1
1312,2020-11-07 19:34:24,1325159689307320320,False,sainteriksrose,"@AP Days ago when Biden was at 253 and Arizona had to be recounted, did you SUBTRACT Arizona and any other states f… https://t.co/BDWDbqdvGM",🙏🥰✝️🕊💓,Twitter Web App,0,1786,2500,0
1313,2020-11-07 19:33:16,1325159403901870080,False,Soaper55,@JoeBiden The ONLY ONE who announce this is the Fake News Media...and you! Lol your FAKE news just like the fraudul… https://t.co/UI6Fa1bgj8,,Twitter for Android,0,239,148,0
1314,2020-11-07 19:30:32,1325158714756624384,False,chickad71423306,@sunny Btw it ain’t over #Trumpwon #BidenCheated #Electionfraud #ElectionCorruption #Nobiden #TrumpPence2020 https://t.co/Ykvd9QTvv9,,Twitter for iPhone,2,1,0,0
1315,2020-11-07 19:30:25,1325158686986182657,False,stephenrwinter,"@CottoGottfried @Wizard_Predicts Calling it rhetoric is gaslighting psyop bullshit.
#StopTheSteal 
and get the stim… https://t.co/CxEyjztVZu",NYC and Las Vegas NV,Twitter Web App,0,10177,10150,0
1316,2020-11-07 19:30:16,1325158646297268224,False,sainteriksrose,"@AP Days ago when Biden was at 253 and Arizona had to be recounted, did you SUBTRACT Arizona and any other states f… https://t.co/KhQr3GPNRU",🙏🥰✝️🕊💓,Twitter Web App,0,1786,2500,0
1317,2020-11-07 19:29:07,1325158356814848002,False,MunecaFuentes,@realDonaldTrump ABSOLUTELY! #TrumpPence2020,"Sunset, FL",Twitter for iPhone,1,295,189,0
1318,2020-11-07 19:25:01,1325157325565464576,False,maw921,Today was more self gratifying than the day free porn was introduced to the internet 😊 #TrumpPence2020,Charleston WV,Twitter for iPhone,1,77,238,0
1319,2020-11-07 19:23:58,1325157060170960896,False,IdaJasmin2,@josepheschmitz @realDonaldTrump @newsmax Exactly!#TrumpPence2020,,Twitter for Android,0,1,3,0
1320,2020-11-07 19:21:04,1325156332819898375,False,Carrington_8,"@SheaSerrano @Twitter. you can censor conservatives but you cant censor this?
#MainstreamMedia 
#TrumpPence2020",,Twitter Web App,0,7,56,0
1321,2020-11-07 19:20:47,1325156258958045190,False,ebmizzi,"@JoeBiden
 
@KamalaHarris
 Over half of the American voters are expecting you to follow the Constitution. LSN MSM d… https://t.co/7ASfbfz3fa",,Twitter Web App,0,4,79,0
1322,2020-11-07 19:19:48,1325156014405025795,False,seriously202001,"We have a winner! 
#bidenharis2020 #biden #biden2020 #trump #TrumpMeltdown #TrumpVsBidenFight #AmericaDecides2020… https://t.co/p8wXntvF2a",The Netherlands,Twitter for iPad,0,39,331,0
1323,2020-11-07 19:18:41,1325155732703088640,False,DCampbe06399398,"#TrumpPence2020 I’m not trying to be delusional, but I don’t believe differently... Let’s see this through. #EveryLegalVoteCounts","Missouri, USA",Twitter for iPhone,2,1610,4154,0
1324,2020-11-07 19:18:31,1325155692152455170,False,Roski_Draftsman,"@Bernadettea777 Says the woman with #4 More Years! #TrumpPence2020 in her username, so don't give me that bullshit",,Twitter Web App,0,63,100,0
1325,2020-11-07 19:18:00,1325155560186994688,False,MarahOfTheAwad,"It's not over yet !
#trump2020 #stopthefroud #Election2020 #TrumpPence2020",,Twitter for Android,2,12,329,2
1326,2020-11-07 19:17:38,1325155468096888834,False,MrsBootsBoots,@DavidJHarrisJr Its not a glitch if they are all biden votes.  Its built into the software.  #TrumpPence2020,USA,Twitter for Android,15,1073,973,3
1327,2020-11-07 19:16:09,1325155096498298886,False,jcarlito773,"Here we go with the ""No my president"" bullshit again!!
Well,this time is funny because it comes with tears!😆

#maga… https://t.co/FoIVZx5Elr","Chicago, IL",Twitter for Android,0,10,78,0
1328,2020-11-07 19:15:22,1325154899479375872,False,iwasthere102908,"@BIDEN2007890023 Congrats, you won!  Enjoy the next four years, you deserve it!  Try to get some more #Twitter foll… https://t.co/BF9mBchdZy",God’s Country/Trump Country PA,Twitter for iPhone,0,4478,4663,0
1329,2020-11-07 19:15:16,1325154873030004738,False,Langit_sento,🇺🇸Oh say can you see... 🇺🇸 #USElectionResults2020 #BidenHarris2020 #TrumpPence2020 #Biden #Trump #GodBlessAmerica… https://t.co/fkqAe1BSHG,Anak Fisip HI UI 2022,Twitter for Android,1,32,254,0
1330,2020-11-07 19:12:21,1325154140419452928,False,the_real_dre_z,You know my home girl voted against his Orange ass #bidenharis2020 #TrumpPence2020 #FreeMelania https://t.co/uTAHFyPAsW,,Twitter for iPhone,1,52,1271,1
1331,2020-11-07 19:10:18,1325153622347411456,False,RealtorStarShar,#Loaded on $popcorn 🍿 for now and $Champagne 🍾🥂 for Jan 20th 2021 when #WeThePeople Re-Elect President… https://t.co/l33t9rc0yU,"The Nation's Capital, MD & VA",Twitter for iPhone,16,9894,544,2
1332,2020-11-07 19:10:00,1325153547281965057,False,OldeSouthFarm,Please don’t stop fighting for us Mr. President! American patriots need you! @realDonaldTrump #fightforus… https://t.co/FI8IBYvwqQ,"North Carolina, USA",Twitter for iPhone,1,57,346,0
1333,2020-11-07 19:08:33,1325153181018435584,False,EgryAni,~ Only Legal Votes Wallace! #TrumpPence2020 https://t.co/jzyQn6WeBQ,,Twitter for iPhone,0,2319,452,0
1334,2020-11-07 19:06:53,1325152763202826240,False,DerRaucher1,"#BidenHarris2020 #TrumpPence2020 
Two Parties 
One Tyranny 
#Election2020results https://t.co/KN2xEN9iZG",,Twitter for Android,1,58,212,0
1335,2020-11-07 19:06:21,1325152629983502337,False,pmo1346,"Dear #maga2020 #kaga2020 #TrumpLandside2020 #TrumpTrain2020  #TrumpPence2020 #TRUMP2020ToSaveAmerica #WWG1WWGA , U… https://t.co/UBrF8cm0kQ",Earth,Twitter Web App,0,2403,3848,0
1336,2020-11-07 19:05:21,1325152377972924417,False,arebecomenew,Can you tell the difference!? #TrumpPence2020 👇🏼 https://t.co/nIUZJnjVV8,,Twitter for Android,1,664,1103,0
1337,2020-11-07 19:03:13,1325151839923400705,False,RJMike60,@seanonolennon Yea once again conservatives show class and leave dems alone while if Trump were to win there would… https://t.co/J9TeHapr2C,,Twitter Web App,2,7,118,0
1338,2020-11-07 19:02:52,1325151750123257857,False,AngieMPC1971,@EricTrump @realDonaldTrump No #TrumpPence2020  won! Legally,"San Diego, CA",Twitter for iPhone,0,331,518,0
1339,2020-11-07 19:02:42,1325151708771659777,False,FStockberger,"@anenews Hmmmmm, it worked!!!  Just not like they planned LOL. #TrumpIsNotAmerica #trump #Trump2020 #TrumpPence2020… https://t.co/cVf9tWIzQJ",,Twitter for iPhone,0,288,546,0
1340,2020-11-07 19:00:33,1325151168109146113,False,dornfish,Fuck Rudy! Rudy and trump can share a cell in jail. #perverts #TrumpPence2020 #MakeAmericaGreatAgain… https://t.co/UyTRmMwWRV,"Pittsburgh, PA",Twitter for iPhone,0,37,106,0
1341,2020-11-07 18:58:46,1325150722107863047,False,RP93658434,Sick of the censorship by big tech against a sitting President of the USA. We used to respect the office and the oc… https://t.co/oxXCDuJcro,"Greenfield, IN",Twitter for iPhone,2,21,176,0
1342,2020-11-07 18:53:32,1325149402994892800,False,chiaasen,"#AuditTheElection #BidenHarris2020 #TrumpPence2020 Crazy Joe be Presidential, man up and demand an audit if you tru… https://t.co/rxNd5CHkKT",Oregon,Twitter Web App,0,24,138,0
1343,2020-11-07 18:53:28,1325149387845218304,False,Photog_JohnB,"🎼🎵... Start spreading the news🇺🇸

The tag-team duo of #JoeBidenKamalaHarris2020 
slam #TrumpPence2020 to the mat.… https://t.co/ZL3gN2JkjK",Denver,Twitter for Android,7,848,2121,0
1344,2020-11-07 18:52:28,1325149134463115264,False,BergeronThea,Don’t give up on Trump yet! Have faith in the courts! #TrumpPence2020,"Oklahoma, USA",Twitter for iPhone,0,208,538,0
1345,2020-11-07 18:51:06,1325148790286766081,False,iwasthere102908,"@NYHEAVYWEIGHT Ok, you win.  Please go out and serve your community and church this weekend, since this a new begin… https://t.co/BGpiCIGwU6",God’s Country/Trump Country PA,Twitter for iPhone,0,4478,4663,0
1346,2020-11-07 18:49:00,1325148261481549824,False,x444666444x,Remember. #Trump2020 #TrumpPence2020 #GodBlessPresidentTrump https://t.co/FP5yF7V3LM,United States,Twitter Web App,0,13,6,0
1347,2020-11-07 18:48:02,1325148019575017474,False,Wendy51433540,"We did not elect #ChinaJoe. ""Election"" is corrupted. Lawsuits  filed already &amp; more starting this Monday. Massive e… https://t.co/K1xxIulsi1",,Twitter Web App,8,1143,1739,4
1348,2020-11-07 18:47:14,1325147816667262976,False,vincent_wang618,#TrumpPence2020 #VoteTrumpToSaveAmerica #VoteTrump2020 #CorruptJoeBiden #FourMoreYears #DemocratsForTrump… https://t.co/5SK2xgiT8Z,"Rhode Island, USA",Twitter for iPhone,0,1,12,0
1349,2020-11-07 18:44:29,1325147123759763459,False,Wendy51433540,"We the People did not elect you. The ""election"" is corrupted. Lawsuits &amp; more filed already &amp; more starting this Mo… https://t.co/xGErpq0ZIy",,Twitter Web App,1,1143,1739,1
1350,2020-11-07 18:44:22,1325147098384248832,False,snowflakelady,"I live in ARIZONA which is NOT ""Blue"" I STAND WITH MY @POTUS AND will NEVER vote for #ChinaBiden!!! Biden is corrup… https://t.co/KReSVUoSBA","Arizona, USA",Twitter Web App,0,3307,3311,0
1351,2020-11-07 18:41:45,1325146439861727239,False,ManirFaisal,Kamala Harris the 1st US (female) Vice President and the potential 1st US (female) President #Election2020… https://t.co/Seuoku35ux,"Doha, Qatar",Twitter for iPhone,5,3415,2803,0
1352,2020-11-07 18:39:49,1325145952324186122,False,iwasthere102908,"@NYHEAVYWEIGHT No, that’s called “AMERICAN” history. #Election2020 #GOP #TrumpPence #TrumpPence2020",God’s Country/Trump Country PA,Twitter for iPhone,0,4478,4663,0
1353,2020-11-07 18:38:48,1325145694869450752,False,Bulk_Blogun,Today would be a good day for @DavidCornDC to go F#CK himself.   #MAGA #MAGA2020 #Trump2020 #TrumpTrain… https://t.co/bOErUjEGKy,,Twitter Web App,0,4,23,0
1354,2020-11-07 18:38:42,1325145670961954816,False,AhmadCapitano,"Race to the @WhiteHouse

 #USElection2020
#ElectionResults2020
#ElectionDay 
#Election2020 
#TrumpvsBiden #Trump… https://t.co/cNHovxX0oN",BLUE MARBLE🌍,Twitter Web App,0,231,912,0
1355,2020-11-07 18:38:38,1325145652712546305,False,ProjectTS,"Is it now time to turn Twitter into a force for positive, constructive conversation and drop the childishness and n… https://t.co/aY8dmbCVhR",Seattle,Twitter Web App,0,121,422,0
1356,2020-11-07 18:38:03,1325145506562011137,False,AhmadCapitano,"Race to the @WhiteHouse

 #USElection2020
#ElectionResults2020
#ElectionDay 
#Election2020 
#TrumpvsBiden #Trump… https://t.co/qDfyjtx2MK",BLUE MARBLE🌍,Twitter Web App,0,231,912,0
1357,2020-11-07 18:36:53,1325145213946404864,False,iwasthere102908,@NYHEAVYWEIGHT Two great “AMERICAN” patriots having a conversation. #Election2020 #GOP #TrumpPence #TrumpPence2020   🇺🇸🗽🦅💵,God’s Country/Trump Country PA,Twitter for iPhone,0,4478,4663,0
1358,2020-11-07 18:36:18,1325145064612401153,False,ZGranddaddy,News outlets must be getting scared. They are creating confusion and panic to delegitimize #TrumpPence2020 ensuing… https://t.co/oFe2ZWIR8R,"Los Angeles, CA",Twitter for iPhone,0,32,188,0
1359,2020-11-07 18:35:59,1325144985063231489,False,Juan_Rivera86,Y’all wanna convince me this dude was more popular? #bidenharis2020 #TrumpPence2020 #Election2020 https://t.co/1cnSywHCoZ,,Twitter for iPhone,0,264,985,0
1360,2020-11-07 18:35:05,1325144759699116032,False,DEVOted1115,@JRubinBlogger We have a list too #TrumpPence2020,"Tanda, Cote d'Ivoire",Twitter for iPhone,2,172,236,0
1361,2020-11-07 18:31:43,1325143911497494529,False,RedbubbleRony,"Donald Trump - you’re fired  
link: https://t.co/NWAEja6cB3… via @redbubble #revelation #2020Elections #voted… https://t.co/ibmrQqdYEi",,Twitter for iPhone,0,6,11,1
1362,2020-11-07 18:30:53,1325143701287440393,False,BorderAmerica,"🎶Goodbye everybody, I've got to go
Gotta leave you all behind and face the truth🎸

#GoodbyeTrump 
#Biden #Harris… https://t.co/hwteVUGux6",,Twitter for Android,1,52,70,1
1363,2020-11-07 18:29:14,1325143286999212032,False,GeoffyGeoff87,"... Trump, for all of this, has been out golfing 🏌️‍♀️ Oh to hear what he is saying ...
Side Notes: with Biden anno… https://t.co/eRSxP5AyKl",,Twitter for iPhone,0,30,130,0
1364,2020-11-07 18:29:11,1325143276907876352,False,OzanCILI,"#bidenharis2020 #Election2020 #Election2020results #elections #ElectionResults #TrumpPence2020 

The fat lady...",Lake of fire...,Twitter for Android,0,86,97,0
1365,2020-11-07 18:28:29,1325143101254619136,False,EdGoodwin5,@Boston_Grandpa @BostonStrongB @MissGFYCuffy @actionp24 @ACJJustice @bjcreigh @AVestige1 @CannabizLawyr @brat2381… https://t.co/tfVhJdEggs,Global,Twitter for Android,4,3432,4994,2
1366,2020-11-07 18:26:27,1325142588693774338,False,carter499,"#TrumpPence2020 #trump
God Bless our new President-Elect Joe Biden!",United States,Twitter for Android,1,90,284,0
1367,2020-11-07 18:25:02,1325142229929766912,False,GeoffyGeoff87,"Biden wins Pennsylvania and wins the US election. Trump looses 💯
🇨🇦❤️🇺🇸🎩 #USAelection2020 #bidenharis2020 #TrumpPence2020",,Twitter for iPhone,0,30,130,0
1368,2020-11-07 18:23:05,1325141740202889222,False,ColdHarborKid,"I'm personally not a fan of a two party system.

But I'm definitely not a fan of everything @realDonaldTrump stood… https://t.co/3oA5KbMSFc","Detroit, MI",Twitter for Android,0,13,63,0
1369,2020-11-07 18:21:45,1325141403203108864,False,steve_253,"Regardless of who won, the real loser in this election is the American people. Our election system is broken, flawe… https://t.co/jarFLVTK6g",,Twitter for iPhone,0,0,5,0
1370,2020-11-07 18:21:28,1325141331619041280,False,gabulouslyrics,"Raise a hand if you think there's still a chance! ✋

#ItsNotOverYet
#itsnotfinished
#TrumpPence2020
#4MoreYears

🙏🏻❤",Kingdom Bound ✝,Twitter for Android,3,1648,2940,0
1371,2020-11-07 18:19:55,1325140944191184896,False,PartisanFront,"Massive crowd of #American #patriots demonstrating in downtown #Lansing, where election officials uncovered corrupt… https://t.co/LAE1YLcqmp","Virginia, USA",Twitter Web App,1,3554,4914,0
1372,2020-11-07 18:19:25,1325140817149882368,False,dragonblood,"@ABC @CeciliaVega But lots of #Hispanic  voted for #Trump2020!!!
One of the reasons that #Texas is still ruby red i… https://t.co/LEASkMEzch",U.S.A.,Twitter Web App,10,1753,2189,1
1373,2020-11-07 18:18:23,1325140559275700231,False,love4foolzball,Biden Hypocrites y’all couldn’t come out and vote in person for BIDEN but y’all can come out and celebrate....what… https://t.co/sSiGlwh0HX,Heart ,Twitter for iPhone,3,166,402,3
1374,2020-11-07 18:16:32,1325140090587287554,False,GMB4TRUMP,We LOVE @realDonaldTrump no matter what! We all know the truth. #TrumpPence2020 #TrumpIsMyPresident #GivebackTrumpvotes #StandWithTrump,United States,Twitter for iPhone,0,1359,3649,0
1375,2020-11-07 18:16:24,1325140057414529032,False,roma4roni,https://t.co/UTPasnj0K7  Arizonians standing publicly in support of @realDonaldTrump #StopTheSteal #TrumpPence2020… https://t.co/T1WFLIYs7C,"Arizona, USA",Twitter for Android,0,465,437,0
1376,2020-11-07 18:16:05,1325139976745590785,False,mandere,Thank you @realDonaldTrump for the entertainment... We shall greatly miss you! #Election2020 #Election2020results… https://t.co/aJ5rTJ22hl,"Nairobi, Kenya",Twitter for Android,0,8274,3208,3
1377,2020-11-07 18:15:24,1325139807996014593,False,AutoLeaseNY,@cnnbrk No he won’t be #Trump2020 #riggedelection #TrumpPence2020 #unfairelection #VoteTrumpToSaveAmerica #VoteTrump2020,"New York, NY",Twitter for iPhone,1,5,39,0
1378,2020-11-07 18:12:51,1325139164057141252,False,Mark_Britton,"No matter your political persuasion, can we all simply celebrate our first female Vice President? This is an immens… https://t.co/Q2bDzmNKUB",Seattle,Twitter for iPhone,18,4434,1482,1
1379,2020-11-07 18:10:47,1325138646094147587,False,litlegirl80,"Letter from Trump
#Trump #JoeBiden #Pence #Election2020 #TrumpPence2020 https://t.co/sNVtMFBZX5",Canada,Twitter for Android,0,25,33,0
1380,2020-11-07 18:08:42,1325138119625224193,False,carron_walker,"@SkyNews I would rather be playing golf than hiding in a basement.

If #CreepySleepyJoe played golf his arms would fly off!

#TrumpPence2020",,Twitter for Android,0,55,154,0
1381,2020-11-07 18:08:34,1325138087060537351,False,catiinergy,Only what @oCCultRebel and @realDonaldTrump say in the coming weeks actually matters. Everything else is fake news.… https://t.co/7h3VbUbtqT,The Matrix,Twitter for iPhone,26,1194,848,12
1382,2020-11-07 18:08:12,1325137993531715588,False,JoJo_McBoBo_,"It ain't over! There's still hope. #TRUMP2020

 #trumppence2020 #trumppence2020🇺🇸 #voterfraudisreal #constitution… https://t.co/od7iwZ0ZEi",,Twitter for Android,0,65,344,2
1383,2020-11-07 18:06:19,1325137519223185409,False,feller_one,#TrumpPence2020 #bidenharis2020 make love not war https://t.co/c5ZgU8UfGW,,Twitter for iPhone,4,44,962,0
1384,2020-11-07 18:05:27,1325137302176190465,False,arebecomenew,"So, are #WeThePeople suppose to be acting like this? I'm confused as to how my reaction should be in Regards to thi… https://t.co/Fa4AvrJjV1",,Twitter for Android,0,664,1103,0
1385,2020-11-07 18:03:22,1325136779893039104,False,claudiacambero,@JoeBiden You cheated and we know it #TrumpPence2020 🇺🇸🦅,"Aventura, Florida",Twitter for iPhone,0,112,405,0
1386,2020-11-07 18:03:22,1325136776730701832,False,MauriceDFWGames,@hwaters7236 @KamVTV You mean a FRAUD PRESIDENT. The man couldn't fill up highschool bleachers but… https://t.co/lk41fJb4Lx,,Twitter for Android,35,90,75,0
1387,2020-11-07 18:02:35,1325136581062225920,False,CaptVDerDecken,"The nightmare is over !!!! Thank you lord....

@realDonaldTrump #TrumpTantrum #TrumpIsLosing #TrumpPence2020… https://t.co/9jHtp0fuFN",Christmas Island,Twitter Web App,0,53,84,0
1388,2020-11-07 18:01:09,1325136218640822272,False,ColdHarborKid,"I think this means @RiehleScott and myself owe each other 30 dollars.

#BidenHarris2020 #TrumpPence2020… https://t.co/bSIuOTZwc3","Detroit, MI",Twitter for Android,1,13,63,1
1389,2020-11-07 17:59:43,1325135861772677120,False,786Mo_s,#TrumpPence2020 #MAGA @realDonaldTrump . Thank God America has come to its senses. Lets unite with President Biden… https://t.co/N4Zt6MwU4b,,Twitter Web App,0,5,19,0
1390,2020-11-07 17:59:27,1325135792826507264,False,EveryOneOfUsUK,"Whew. Whew. And Whew.

#biden #president #election #bidenwins #kamalaharris #bidenkamala2020 #bidenharris2020… https://t.co/Ka3lx2U6Bi",,Canva,1,127,257,0
1391,2020-11-07 17:59:24,1325135779765518337,False,CsTrumpster,"@ObservingStill No, not at all. If that’s what it will come to, then bring it! #TrumpPence2020",,Twitter for iPhone,2,2517,3301,0
1392,2020-11-07 17:58:11,1325135474118320135,False,Louisianabones,I hope this happens to #TrumpPence2020 please don’t leave when requested or in a timely manner. America 🇺🇸 is celeb… https://t.co/obO0T9JrNz,Kelverse™,Twitter Web App,0,521,497,0
1393,2020-11-07 17:57:51,1325135392115286019,False,CaliWest_84,I hope this reaches trump fans everywhere #TRUMP2020MAGA #TrumpPence2020 #TrumpTrain2020 #DonaldTrump… https://t.co/uHSQAl4Ful,,Twitter for iPhone,1,18,27,0
1394,2020-11-07 17:57:39,1325135339850092546,False,moyocoyotzinnow,I'm enjoying the subtle shade in this tweet. 😉 😘 #USPresidentialElection2020 #USElection2020 #USElections2020… https://t.co/rV0o3cKWRj,,Twitter Web App,0,254,819,0
1395,2020-11-07 17:56:20,1325135008487665666,False,carron_walker,"There never was Russian collusion!
FACT - Proven in court!

But there is about to be Chinese! 

#CheckEveryVote… https://t.co/ReKWUewQIW",,Twitter for Android,0,55,154,0
1396,2020-11-07 17:54:56,1325134656178589699,False,Sievers79,All twitter posts aside.... It is time to tear down walls between the left and right... And come back to the center… https://t.co/cQWyBTnFJU,"Iowa, USA",Twitter for Android,0,16,100,0
1397,2020-11-07 17:54:27,1325134535521161217,False,arebecomenew,#TheSnakesSlither you have not won yet! The #FakeNews does not declare the winner! #WeThePeople #Treeofliberty… https://t.co/eKf8i5lhul,,Twitter for Android,0,664,1103,0
1398,2020-11-07 17:53:30,1325134296823156737,False,demsgottago,"This election count isn’t over. If there’s one thing we’ve learned about President Trump, it’s that he fights for A… https://t.co/mo5xcTBsg1",USA,Twitter for iPhone,1,466,548,0
1399,2020-11-07 17:51:21,1325133754168299520,False,ajade1,"@MondayMonday #TrumpPence2020 #Recount #BashVoterFraud Where was the tolerance of ""President for all Americans"" whe… https://t.co/j38z86E0Ns",,Twitter Web App,0,56,272,0
1400,2020-11-07 17:50:53,1325133635125735424,False,woo_drama,"What a strong sign 🙋🏾🙋🏿‍♂️

#BlackVotersMatter
#BlackLivesMatter
#BlackVotesMatter

#Election2020
#bidenharis2020… https://t.co/Zf4TXRvrNe",Vienna,Twitter for Android,2,263,737,0
1401,2020-11-07 17:49:36,1325133313963515907,False,DebbieO66TX,I have one question for @JoeBiden if elected will you give you paycheck to charity like our current wonderful Presi… https://t.co/yPEB9ypohL,Texas,Twitter for Android,1,77,1981,0
1402,2020-11-07 17:49:35,1325133307969826816,False,catiinergy,"November 2020 #2020  #maGra #maga #TrumpWon #TrumpPence2020 #MakeAmericaRecountAgain 
#MakeAmericaGreatRecountAgain

https://t.co/VjqoXCBgfq",The Matrix,Twitter for iPhone,4,1194,848,4
1403,2020-11-07 17:47:53,1325132880020873218,False,AndreaDoremus,"Donald Trump's Concession Speech

For SAKE OF OUR COUNTRY #UnitedStatesofAmerica #UnitedStates #Americans #USAFlag… https://t.co/08pgcOLgqU","West Roxbury, Boston",Twitter Web App,1,1977,5001,1
